Symbol,Name,Exchange,Sector,Industry
SGL.NS,STL Global Limited,NSE,Consumer Cyclical,Textile Manufacturing
SHANKARA.NS,Shankara Building Products Limited,NSE,Consumer Cyclical,Home Improvement Retail
SHARDAMOTR.NS,Sharda Motor Industries Limited,NSE,Consumer Cyclical,Auto Parts
SHIVAMAUTO.NS,Shivam Autotech Limited,NSE,Consumer Cyclical,Auto Parts
SHIVAMILLS.NS,Shiva Mills Limited,NSE,Consumer Cyclical,Textile Manufacturing
SHIVATEX.NS,Shiva Texyarn Limited,NSE,Consumer Cyclical,Textile Manufacturing
SHOPERSTOP.NS,Shoppers Stop Limited,NSE,Consumer Cyclical,Department Stores
SHREERAMA.NS,Shree Rama Multi-Tech Limited,NSE,Consumer Cyclical,Packaging & Containers
SHRIPISTON.NS,Shriram Pistons & Rings Limited,NSE,Consumer Cyclical,Auto Parts
SIL.NS,Standard Industries Limited,NSE,Consumer Cyclical,Textile Manufacturing
SILGO.NS,Silgo Retail Limited,NSE,Consumer Cyclical,Luxury Goods
SINCLAIR.NS,Sinclairs Hotels Limited,NSE,Consumer Cyclical,Lodging
SINTERCOM.NS,Sintercom India Limited,NSE,Consumer Cyclical,Auto Parts
SIYSIL.NS,Siyaram Silk Mills Limited,NSE,Consumer Cyclical,Textile Manufacturing
SJS.NS,S.J.S. Enterprises Limited,NSE,Consumer Cyclical,Auto Parts
SKYGOLD.NS,Sky Gold Limited,NSE,Consumer Cyclical,Luxury Goods
SMLISUZU.NS,SML Isuzu Limited,NSE,Consumer Cyclical,Auto Manufacturers
SOMATEX.NS,Soma Textiles & Industries Limited,NSE,Consumer Cyclical,Textile Manufacturing
SONACOMS.NS,Sona BLW Precision Forgings Limited,NSE,Consumer Cyclical,Auto Parts
SONAMLTD.NS,Sonam Limited,NSE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SPAL.NS,S.P. Apparels Limited,NSE,Consumer Cyclical,Apparel Manufacturing
SPECIALITY.NS,Speciality Restaurants Limited,NSE,Consumer Cyclical,Restaurants
SPENCERS.NS,Spencer's Retail Limited,NSE,Consumer Cyclical,Department Stores
SPLIL.NS,SPL Industries Limited,NSE,Consumer Cyclical,Apparel Manufacturing
SPORTKING.NS,Sportking India Limited,NSE,Consumer Cyclical,Textile Manufacturing
SPYL.NS,Shekhawati Poly-Yarn Limited,NSE,Consumer Cyclical,Textile Manufacturing
SREEL.NS,Sreeleathers Limited,NSE,Consumer Cyclical,Footwear & Accessories
SSWL.NS,Steel Strips Wheels Limited,NSE,Consumer Cyclical,Auto Parts
STOVEKRAFT.NS,Stove Kraft Limited,NSE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STYLAMIND.NS,Stylam Industries Limited,NSE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SUBROS.NS,Subros Limited,NSE,Consumer Cyclical,Auto Parts
SUMEETINDS.NS,Sumeet Industries Limited,NSE,Consumer Cyclical,Textile Manufacturing
SUNDRMBRAK.NS,Sundaram Brake Linings Limited,NSE,Consumer Cyclical,Auto Parts
SUNDRMFAST.NS,Sundram Fasteners Limited,NSE,Consumer Cyclical,Auto Parts
SUPERHOUSE.NS,Superhouse Limited,NSE,Consumer Cyclical,Footwear & Accessories
SUPERSPIN.NS,Super Spinning Mills Limited,NSE,Consumer Cyclical,Textile Manufacturing
SUPRAJIT.NS,Suprajit Engineering Limited,NSE,Consumer Cyclical,Auto Parts
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,NSE,Consumer Cyclical,Textile Manufacturing
SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,NSE,Consumer Cyclical,Textile Manufacturing
SUULD.NS,Suumaya Industries Limited,NSE,Consumer Cyclical,Apparel Retail
SVPGLOB.NS,SVP Global Textiles Limited,NSE,Consumer Cyclical,Textile Manufacturing
SWANENERGY.NS,Swan Energy Limited,NSE,Consumer Cyclical,Textile Manufacturing
SWARAJENG.NS,Swaraj Engines Limited,NSE,Consumer Cyclical,Auto Parts
SYMPHONY.NS,Symphony Limited,NSE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TAJGVK.NS,TAJGVK Hotels & Resorts Limited,NSE,Consumer Cyclical,Lodging
TALBROAUTO.NS,Talbros Automotive Components Limited,NSE,Consumer Cyclical,Auto Parts
TATAMOTORS.NS,Tata Motors Limited,NSE,Consumer Cyclical,Auto Manufacturers
TATAMTRDVR.NS,Tata Motors Limited,NSE,Consumer Cyclical,Auto Manufacturers
TBZ.NS,Tribhovandas Bhimji Zaveri Limited,NSE,Consumer Cyclical,Luxury Goods
TCNSBRANDS.NS,TCNS Clothing Co. Limited,NSE,Consumer Cyclical,Apparel Manufacturing
TCPLPACK.NS,TCPL Packaging Limited,NSE,Consumer Cyclical,Packaging & Containers
TGBHOTELS.NS,TGB Banquets and Hotels Limited,NSE,Consumer Cyclical,Lodging
THANGAMAYL.NS,Thangamayil Jewellery Limited,NSE,Consumer Cyclical,Luxury Goods
THOMASCOOK.NS,Thomas Cook (India) Limited,NSE,Consumer Cyclical,Travel Services
THOMASCOTT.NS,Thomas Scott (India) Limited,NSE,Consumer Cyclical,Textile Manufacturing
TIMETECHNO.NS,Time Technoplast Limited,NSE,Consumer Cyclical,Packaging & Containers
TITAN.NS,Titan Company Limited,NSE,Consumer Cyclical,Luxury Goods
TOKYOPLAST.NS,Tokyo Plast International Limited,NSE,Consumer Cyclical,Packaging & Containers
TPLPLASTEH.NS,TPL Plastech Limited,NSE,Consumer Cyclical,Packaging & Containers
TRENT.NS,Trent Limited,NSE,Consumer Cyclical,Apparel Retail
TRIDENT.NS,Trident Limited,NSE,Consumer Cyclical,Textile Manufacturing
TTKPRESTIG.NS,TTK Prestige Limited,NSE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TTL.NS,T.T. Limited,NSE,Consumer Cyclical,Textile Manufacturing
TVSHLTD.NS,TVS Holdings Limited,NSE,Consumer Cyclical,Auto Parts
TVSMOTOR.NS,TVS Motor Company Limited,NSE,Consumer Cyclical,Auto Manufacturers
TVSSRICHAK.NS,TVS Srichakra Limited,NSE,Consumer Cyclical,Auto Parts
UCAL.NS,UCAL Limited,NSE,Consumer Cyclical,Auto Parts
UFLEX.NS,Uflex Limited,NSE,Consumer Cyclical,Packaging & Containers
UNITEDPOLY.NS,United Polyfab Gujarat Limited,NSE,Consumer Cyclical,Textile Manufacturing
UNOMINDA.NS,Uno Minda Limited,NSE,Consumer Cyclical,Auto Parts
URAVI.NS,Uravi T & Wedge Lamps Limited,NSE,Consumer Cyclical,Auto Parts
V2RETAIL.NS,V2 Retail Limited,NSE,Consumer Cyclical,Apparel Retail
VAIBHAVGBL.NS,Vaibhav Global Limited,NSE,Consumer Cyclical,Luxury Goods
VARDHACRLC.NS,Vardhman Acrylics Limited,NSE,Consumer Cyclical,Textile Manufacturing
VARDMNPOLY.NS,Vardhman Polytex Limited,NSE,Consumer Cyclical,Textile Manufacturing
VARROC.NS,Varroc Engineering Limited,NSE,Consumer Cyclical,Auto Parts
VINNY.NS,Vinny Overseas Limited,NSE,Consumer Cyclical,Textile Manufacturing
VIPCLOTHNG.NS,VIP Clothing Limited,NSE,Consumer Cyclical,Apparel Manufacturing
VIPIND.NS,V.I.P. Industries Limited,NSE,Consumer Cyclical,Footwear & Accessories
VIVIDHA.NS,Visagar Polytex Limited,NSE,Consumer Cyclical,Textile Manufacturing
VMART.NS,V-Mart Retail Limited,NSE,Consumer Cyclical,Department Stores
VTL.NS,Vardhman Textiles Limited,NSE,Consumer Cyclical,Textile Manufacturing
WEIZMANIND.NS,Weizmann Limited,NSE,Consumer Cyclical,Textile Manufacturing
WEL.NS,Wonder Electricals Limited,NSE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WELSPUNLIV.NS,Welspun Living Limited,NSE,Consumer Cyclical,Textile Manufacturing
WESTLIFE.NS,Westlife Foodworld Limited,NSE,Consumer Cyclical,Restaurants
WHEELS.NS,Wheels India Limited,NSE,Consumer Cyclical,Auto Parts
WHIRLPOOL.NS,Whirlpool of India Limited,NSE,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WINSOME.NS,Winsome Yarns Limited,NSE,Consumer Cyclical,Textile Manufacturing
WONDERLA.NS,Wonderla Holidays Limited,NSE,Consumer Cyclical,Leisure
WORTH.NS,Worth Peripherals Limited,NSE,Consumer Cyclical,Packaging & Containers
YATRA.NS,Yatra Online Limited,NSE,Consumer Cyclical,Travel Services
ZENITHEXPO.NS,Zenith Exports Limited,NSE,Consumer Cyclical,Textile Manufacturing
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,NSE,Consumer Cyclical,Auto Parts
ZODIACLOTH.NS,Zodiac Clothing Company Limited,NSE,Consumer Cyclical,Apparel Manufacturing
ZOMATO.NS,Zomato Limited,NSE,Consumer Cyclical,Internet Retail
ABDL.NS,,NSE,Consumer Defensive,Beverages - Wineries & Distilleries
ADFFOODS.NS,ADF Foods Limited,NSE,Consumer Defensive,Packaged Foods
AGRITECH.NS,Agri-tech (India) Limited,NSE,Consumer Defensive,Farm Products
AJOONI.NS,Ajooni Biotech Limited,NSE,Consumer Defensive,Packaged Foods
AKG.NS,AKG Exim Limited,NSE,Consumer Defensive,Packaged Foods
AMBICAAGAR.NS,Ambica Agarbathies Aroma & Industries Limited,NSE,Consumer Defensive,Household & Personal Products
ANIKINDS.NS,Anik Industries Limited,NSE,Consumer Defensive,Food Distribution
APEX.NS,Apex Frozen Foods Limited,NSE,Consumer Defensive,Farm Products
APTECHT.NS,Aptech Limited,NSE,Consumer Defensive,Education & Training Services
ASALCBR.NS,Associated Alcohols & Breweries Limited,NSE,Consumer Defensive,Beverages - Wineries & Distilleries
ASPINWALL.NS,Aspinwall and Company Limited,NSE,Consumer Defensive,Farm Products
ATFL.NS,Agro Tech Foods Limited,NSE,Consumer Defensive,Packaged Foods
AVADHSUGAR.NS,Avadh Sugar & Energy Limited,NSE,Consumer Defensive,Confectioners
AVANTIFEED.NS,Avanti Feeds Limited,NSE,Consumer Defensive,Packaged Foods
AWL.NS,Adani Wilmar Limited,NSE,Consumer Defensive,Packaged Foods
BAJAJCON.NS,Bajaj Consumer Care Limited,NSE,Consumer Defensive,Household & Personal Products
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,NSE,Consumer Defensive,Confectioners
BALRAMCHIN.NS,Balrampur Chini Mills Limited,NSE,Consumer Defensive,Confectioners
BANARISUG.NS,Bannari Amman Sugars Limited,NSE,Consumer Defensive,Confectioners
BBTC.NS,"The Bombay Burmah Trading Corporation, Limited",NSE,Consumer Defensive,Packaged Foods
BCLIND.NS,BCL Industries Limited,NSE,Consumer Defensive,Household & Personal Products
BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,NSE,Consumer Defensive,Packaged Foods
BIKAJI.NS,Bikaji Foods International Limited,NSE,Consumer Defensive,Packaged Foods
BRITANNIA.NS,Britannia Industries Limited,NSE,Consumer Defensive,Packaged Foods
CCL.NS,CCL Products (India) Limited,NSE,Consumer Defensive,Packaged Foods
CLEDUCATE.NS,CL Educate Limited,NSE,Consumer Defensive,Education & Training Services
CLSEL.NS,Chaman Lal Setia Exports Ltd.,NSE,Consumer Defensive,Packaged Foods
COASTCORP.NS,Coastal Corporation Limited,NSE,Consumer Defensive,Packaged Foods
COLPAL.NS,Colgate-Palmolive (India) Limited,NSE,Consumer Defensive,Household & Personal Products
COMPUSOFT.NS,Compucom Software Limited,NSE,Consumer Defensive,Education & Training Services
CUPID.NS,Cupid Limited,NSE,Consumer Defensive,Household & Personal Products
DABUR.NS,Dabur India Limited,NSE,Consumer Defensive,Household & Personal Products
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,NSE,Consumer Defensive,Confectioners
DAVANGERE.NS,Davangere Sugar Company Limited,NSE,Consumer Defensive,Confectioners
DBOL.NS,Dhampur Bio Organics Limited,NSE,Consumer Defensive,Farm Products
DCMSRIND.NS,DCM Shriram Industries Limited,NSE,Consumer Defensive,Confectioners
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,NSE,Consumer Defensive,Confectioners
DIAMONDYD.NS,Prataap Snacks Limited,NSE,Consumer Defensive,Packaged Foods
DMART.NS,Avenue Supermarts Limited,NSE,Consumer Defensive,Discount Stores
DODLA.NS,Dodla Dairy Limited,NSE,Consumer Defensive,Food Distribution
DTIL.NS,Dhunseri Tea & Industries Limited,NSE,Consumer Defensive,Packaged Foods
DWARKESH.NS,Dwarikesh Sugar Industries Limited,NSE,Consumer Defensive,Confectioners
EIFFL.NS,Euro India Fresh Foods Limited,NSE,Consumer Defensive,Packaged Foods
EMAMILTD.NS,Emami Limited,NSE,Consumer Defensive,Household & Personal Products
ESSENTIA.NS,Integra Essentia Limited,NSE,Consumer Defensive,Food Distribution
FOODSIN.NS,Foods and Inns Limited,NSE,Consumer Defensive,Packaged Foods
GAEL.NS,Gujarat Ambuja Exports Limited,NSE,Consumer Defensive,Packaged Foods
GANGESSECU.NS,Ganges Securities Limited,NSE,Consumer Defensive,Packaged Foods
GILLANDERS.NS,Gillanders Arbuthnot and Company Limited,NSE,Consumer Defensive,Farm Products
GILLETTE.NS,Gillette India Limited,NSE,Consumer Defensive,Household & Personal Products
GLOBAL.NS,Global Education Limited,NSE,Consumer Defensive,Education & Training Services
GLOBUSSPR.NS,Globus Spirits Limited,NSE,Consumer Defensive,Beverages - Wineries & Distilleries
GMBREW.NS,G.M. Breweries Limited,NSE,Consumer Defensive,Beverages - Wineries & Distilleries
GODFRYPHLP.NS,Godfrey Phillips India Limited,NSE,Consumer Defensive,Tobacco
GODREJAGRO.NS,Godrej Agrovet Limited,NSE,Consumer Defensive,Farm Products
GODREJCP.NS,Godrej Consumer Products Limited,NSE,Consumer Defensive,Household & Personal Products
GOKUL.NS,Gokul Refoils & Solvent Limited,NSE,Consumer Defensive,Packaged Foods
GOKULAGRO.NS,Gokul Agro Resources Limited,NSE,Consumer Defensive,Packaged Foods
GOLDENTOBC.NS,Golden Tobacco Limited,NSE,Consumer Defensive,Tobacco
GOPAL.NS,Gopal Snacks Limited,NSE,Consumer Defensive,Packaged Foods
GRMOVER.NS,GRM Overseas Limited,NSE,Consumer Defensive,Packaged Foods
GROBTEA.NS,The Grob Tea Company Limited,NSE,Consumer Defensive,Farm Products
GTECJAINX.NS,G-Tec Jainx Education Limited,NSE,Consumer Defensive,Education & Training Services
HARRMALAYA.NS,Harrisons Malayalam Limited,NSE,Consumer Defensive,Farm Products
HATSUN.NS,Hatsun Agro Product Limited,NSE,Consumer Defensive,Packaged Foods
HERITGFOOD.NS,Heritage Foods Limited,NSE,Consumer Defensive,Packaged Foods
HINDUNILVR.NS,Hindustan Unilever Limited,NSE,Consumer Defensive,Household & Personal Products
HMAAGRO.NS,HMA Agro Industries Limited,NSE,Consumer Defensive,Packaged Foods
HNDFDS.NS,Hindustan Foods Limited,NSE,Consumer Defensive,Packaged Foods
HONASA.NS,Honasa Consumer Limited,NSE,Consumer Defensive,Household & Personal Products
IFBAGRO.NS,IFB Agro Industries Limited,NSE,Consumer Defensive,Beverages - Wineries & Distilleries
ITC.NS,ITC Limited,NSE,Consumer Defensive,Tobacco
JAYSREETEA.NS,Jay Shree Tea & Industries Limited,NSE,Consumer Defensive,Farm Products
JHS.NS,JHS Svendgaard Laboratories Limited,NSE,Consumer Defensive,Household & Personal Products
JYOTHYLAB.NS,Jyothy Labs Limited,NSE,Consumer Defensive,Household & Personal Products
KAYA.NS,Kaya Limited,NSE,Consumer Defensive,Household & Personal Products
KCPSUGIND.NS,K.C.P. Sugar and Industries Corporation Limited,NSE,Consumer Defensive,Confectioners
KEEPLEARN.NS,DSJ Keep Learning Limited,NSE,Consumer Defensive,Education & Training Services
KMSUGAR.NS,K.M. Sugar Mills Limited,NSE,Consumer Defensive,Confectioners
KOHINOOR.NS,Kohinoor Foods Limited,NSE,Consumer Defensive,Packaged Foods
KOTARISUG.NS,Kothari Sugars and Chemicals Limited,NSE,Consumer Defensive,Confectioners
KRBL.NS,KRBL Limited,NSE,Consumer Defensive,Packaged Foods
KRITINUT.NS,Kriti Nutrients Limited,NSE,Consumer Defensive,Packaged Foods
LCCINFOTEC.NS,LCC Infotech Limited,NSE,Consumer Defensive,Education & Training Services
LTFOODS.NS,LT Foods Limited,NSE,Consumer Defensive,Packaged Foods
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,NSE,Consumer Defensive,Confectioners
MANORAMA.NS,Manorama Industries Limited,NSE,Consumer Defensive,Packaged Foods
MARICO.NS,Marico Limited,NSE,Consumer Defensive,Household & Personal Products
MAWANASUG.NS,Mawana Sugars Limited,NSE,Consumer Defensive,Confectioners
MCLEODRUSS.NS,McLeod Russel India Limited,NSE,Consumer Defensive,Packaged Foods
MEGASTAR.NS,Megastar Foods Limited,NSE,Consumer Defensive,Packaged Foods
MGEL.NS,Mangalam Global Enterprise Limited,NSE,Consumer Defensive,Farm Products
MKPL.NS,M. K. Proteins Limited,NSE,Consumer Defensive,Packaged Foods
MTEDUCARE.NS,MT Educare Limited,NSE,Consumer Defensive,Education & Training Services
MUKKA.NS,Mukka Proteins Limited,NSE,Consumer Defensive,Packaged Foods
NESTLEIND.NS,Nestlé India Limited,NSE,Consumer Defensive,Packaged Foods
NGIL.NS,Nakoda Group of Industries Limited,NSE,Consumer Defensive,Packaged Foods
NIITLTD.NS,NIIT Limited,NSE,Consumer Defensive,Education & Training Services
NIITMTS.NS,NIIT Learning Systems Limited,NSE,Consumer Defensive,Education & Training Services
NKIND.NS,N.K Industries Limited,NSE,Consumer Defensive,Household & Personal Products
NORBTEAEXP.NS,Norben Tea & Exports Limited,NSE,Consumer Defensive,Farm Products
PALASHSECU.NS,Palash Securities Limited,NSE,Consumer Defensive,Packaged Foods
PARAGMILK.NS,Parag Milk Foods Limited,NSE,Consumer Defensive,Packaged Foods
PATANJALI.NS,Patanjali Foods Limited,NSE,Consumer Defensive,Packaged Foods
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,NSE,Consumer Defensive,Household & Personal Products
PKTEA.NS,The Peria Karamalai Tea and Produce Company Limited,NSE,Consumer Defensive,Farm Products
PONNIERODE.NS,Ponni Sugars (Erode) Limited,NSE,Consumer Defensive,Confectioners
RADICO.NS,Radico Khaitan Limited,NSE,Consumer Defensive,Beverages - Wineries & Distilleries
RAJSREESUG.NS,Rajshree Sugars and Chemicals Limited,NSE,Consumer Defensive,Confectioners
RANASUG.NS,Rana Sugars Limited,NSE,Consumer Defensive,Confectioners
RENUKA.NS,Shree Renuka Sugars Limited,NSE,Consumer Defensive,Confectioners
RKDL.NS,Ravi Kumar Distilleries Limited,NSE,Consumer Defensive,Beverages - Wineries & Distilleries
ROML.NS,Raj Oil Mills Limited,NSE,Consumer Defensive,Packaged Foods
SAKHTISUG.NS,Sakthi Sugars Limited,NSE,Consumer Defensive,Confectioners
SAKUMA.NS,Sakuma Exports Limited,NSE,Consumer Defensive,Farm Products
SARVESHWAR.NS,Sarveshwar Foods Limited,NSE,Consumer Defensive,Packaged Foods
SCPL.NS,Sheetal Cool Products Limited,NSE,Consumer Defensive,Packaged Foods
SDBL.NS,Som Distilleries & Breweries Limited,NSE,Consumer Defensive,Beverages - Brewers
SHANTI.NS,Shanti Overseas (India) Limited,NSE,Consumer Defensive,Farm Products
SIMBHALS.NS,Simbhaoli Sugars Limited,NSE,Consumer Defensive,Confectioners
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,NSE,Consumer Defensive,Packaged Foods
SRPL.NS,Shree Ram Proteins Limited,NSE,Consumer Defensive,Farm Products
STEL.NS,STEL Holdings Limited,NSE,Consumer Defensive,Farm Products
SULA.NS,Sula Vineyards Limited,NSE,Consumer Defensive,Beverages - Wineries & Distilleries
TASTYBITE.NS,Tasty Bite Eatables Limited,NSE,Consumer Defensive,Packaged Foods
TATACONSUM.NS,Tata Consumer Products Limited,NSE,Consumer Defensive,Packaged Foods
TI.NS,Tilaknagar Industries Ltd.,NSE,Consumer Defensive,Beverages - Wineries & Distilleries
TREEHOUSE.NS,Tree House Education & Accessories Limited,NSE,Consumer Defensive,Education & Training Services
TRIVENI.NS,Triveni Engineering & Industries Limited,NSE,Consumer Defensive,Confectioners
UBL.NS,United Breweries Limited,NSE,Consumer Defensive,Beverages - Brewers
UGARSUGAR.NS,The Ugar Sugar Works Limited,NSE,Consumer Defensive,Confectioners
UMAEXPORTS.NS,Uma Exports Limited,NSE,Consumer Defensive,Farm Products
UMANGDAIRY.NS,Umang Dairies Limited,NSE,Consumer Defensive,Packaged Foods
UMESLTD.NS,Usha Martin Education & Solutions Limited,NSE,Consumer Defensive,Education & Training Services
UNITDSPR.NS,,NSE,Consumer Defensive,Beverages - Wineries & Distilleries
UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited,NSE,Consumer Defensive,Farm Products
UTTAMSUGAR.NS,Uttam Sugar Mills Limited,NSE,Consumer Defensive,Confectioners
VADILALIND.NS,Vadilal Industries Limited,NSE,Consumer Defensive,Packaged Foods
VBL.NS,Varun Beverages Limited,NSE,Consumer Defensive,Beverages - Non-Alcoholic
VENKEYS.NS,Venky's (India) Limited,NSE,Consumer Defensive,Farm Products
VERANDA.NS,Veranda Learning Solutions Limited,NSE,Consumer Defensive,Education & Training Services
VIKASLIFE.NS,Vikas Lifecare Limited,NSE,Consumer Defensive,Farm Products
VISHWARAJ.NS,Vishwaraj Sugar Industries Limited,NSE,Consumer Defensive,Confectioners
VSTIND.NS,VST Industries Limited,NSE,Consumer Defensive,Tobacco
ZEELEARN.NS,Zee Learn Limited,NSE,Consumer Defensive,Education & Training Services
ZYDUSWELL.NS,Zydus Wellness Limited,NSE,Consumer Defensive,Packaged Foods
AAKASH.NS,Aakash Exploration Services Limited,NSE,Energy,Oil & Gas Equipment & Services
ABAN.NS,Aban Offshore Limited,NSE,Energy,Oil & Gas Drilling
ADANIENT.NS,Adani Enterprises Limited,NSE,Energy,Thermal Coal
AEGISLOG.NS,,NSE,Energy,Oil & Gas Refining & Marketing
ALPHAGEO.NS,Alphageo (India) Limited,NSE,Energy,Oil & Gas Equipment & Services
ANMOL.NS,Anmol India Limited,NSE,Energy,Thermal Coal
ASIANENE.NS,Asian Energy Services Limited,NSE,Energy,Oil & Gas Equipment & Services
BPCL.NS,Bharat Petroleum Corporation Limited,NSE,Energy,Oil & Gas Refining & Marketing
CASTROLIND.NS,Castrol India Limited,NSE,Energy,Oil & Gas Refining & Marketing
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,NSE,Energy,Oil & Gas Refining & Marketing
COALINDIA.NS,Coal India Limited,NSE,Energy,Thermal Coal
CONFIPET.NS,Confidence Petroleum India Limited,NSE,Energy,Oil & Gas Refining & Marketing
DEEPENR.NS,Deep Energy Resources Limited,NSE,Energy,Oil & Gas Equipment & Services
DEEPINDS.NS,Deep Industries Limited,NSE,Energy,Oil & Gas E&P
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,NSE,Energy,Oil & Gas Equipment & Services
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,NSE,Energy,Oil & Gas Refining & Marketing
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,NSE,Energy,Thermal Coal
GMRP&UI.NS,GMR Power And Urban Infra Limited,NSE,Energy,Thermal Coal
GULFPETRO.NS,GP Petroleums Limited,NSE,Energy,Oil & Gas Refining & Marketing
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,NSE,Energy,Oil & Gas E&P
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,NSE,Energy,Oil & Gas Refining & Marketing
IOC.NS,Indian Oil Corporation Limited,NSE,Energy,Oil & Gas Refining & Marketing
JINDRILL.NS,Jindal Drilling & Industries Limited,NSE,Energy,Oil & Gas Equipment & Services
LIKHITHA.NS,Likhitha Infrastructure Limited,NSE,Energy,Oil & Gas Equipment & Services
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,NSE,Energy,Oil & Gas Refining & Marketing
OIL.NS,Oil India Limited,NSE,Energy,Oil & Gas E&P
OILCOUNTUB.NS,Oil Country Tubular Limited,NSE,Energy,Oil & Gas Equipment & Services
ONGC.NS,Oil and Natural Gas Corporation Limited,NSE,Energy,Oil & Gas Integrated
PANAMAPET.NS,Panama Petrochem Limited,NSE,Energy,Oil & Gas Refining & Marketing
PETRONET.NS,Petronet LNG Limited,NSE,Energy,Oil & Gas Refining & Marketing
REFEX.NS,Refex Industries Limited,NSE,Energy,Thermal Coal
RELIANCE.NS,Reliance Industries Limited,NSE,Energy,Oil & Gas Refining & Marketing
SELAN.NS,Selan Exploration Technology Limited,NSE,Energy,Oil & Gas E&P
SOUTHWEST.NS,South West Pinnacle Exploration Limited,NSE,Energy,Oil & Gas Equipment & Services
UNIDT.NS,United Drilling Tools Limited,NSE,Energy,Oil & Gas Equipment & Services
21STCENMGM.NS,Twentyfirst Century Management Services Limited,NSE,Financial Services,Capital Markets
360ONE.NS,360 One Wam Limited,NSE,Financial Services,Asset Management
5PAISA.NS,5paisa Capital Limited,NSE,Financial Services,Capital Markets
AADHARHFC.NS,,NSE,Financial Services,Mortgage Finance
AAVAS.NS,Aavas Financiers Limited,NSE,Financial Services,Mortgage Finance
ABCAPITAL.NS,Aditya Birla Capital Limited,NSE,Financial Services,Financial Conglomerates
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,NSE,Financial Services,Asset Management
AFIL.NS,,NSE,Financial Services,Credit Services
AHL.NS,Abans Holdings Limited,NSE,Financial Services,Capital Markets
AIIL.NS,Authum Investment & Infrastructure Limited,NSE,Financial Services,Capital Markets
ALMONDZ.NS,Almondz Global Securities Limited,NSE,Financial Services,Capital Markets
ANANDRATHI.NS,Anand Rathi Wealth Limited,NSE,Financial Services,Asset Management
ANGELONE.NS,Angel One Limited,NSE,Financial Services,Capital Markets
APTUS.NS,Aptus Value Housing Finance India Limited,NSE,Financial Services,Mortgage Finance
ARIHANTCAP.NS,Arihant Capital Markets Limited,NSE,Financial Services,Capital Markets
ARMANFIN.NS,Arman Financial Services Limited,NSE,Financial Services,Credit Services
AUBANK.NS,AU Small Finance Bank Limited,NSE,Financial Services,Banks - Regional
AUSOMENT.NS,AuSom Enterprise Limited,NSE,Financial Services,Capital Markets
AVONMORE.NS,Avonmore Capital & Management Services Limited,NSE,Financial Services,Capital Markets
AXISBANK.NS,Axis Bank Limited,NSE,Financial Services,Banks - Regional
BAIDFIN.NS,Baid Finserv Limited,NSE,Financial Services,Credit Services
BAJAJFINSV.NS,Bajaj Finserv Ltd.,NSE,Financial Services,Financial Conglomerates
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,NSE,Financial Services,Asset Management
BAJFINANCE.NS,Bajaj Finance Limited,NSE,Financial Services,Credit Services
BANDHANBNK.NS,Bandhan Bank Limited,NSE,Financial Services,Banks - Regional
BANKBARODA.NS,Bank of Baroda Limited,NSE,Financial Services,Banks - Regional
BANKINDIA.NS,Bank of India Limited,NSE,Financial Services,Banks - Regional
BFINVEST.NS,BF Investment Limited,NSE,Financial Services,Asset Management
BIRLAMONEY.NS,Aditya Birla Money Limited,NSE,Financial Services,Capital Markets
BLAL.NS,BEML Land Assets Limited,NSE,Financial Services,Shell Companies
BLBLIMITED.NS,BLB Limited,NSE,Financial Services,Capital Markets
BLUECHIP.NS,Blue Chip India Limited,NSE,Financial Services,Capital Markets
BSE.NS,BSE Limited,NSE,Financial Services,Financial Data & Stock Exchanges
CANBK.NS,Canara Bank,NSE,Financial Services,Banks - Regional
CANFINHOME.NS,Can Fin Homes Limited,NSE,Financial Services,Mortgage Finance
CAPITALSFB.NS,Capital Small Finance Bank Limited,NSE,Financial Services,Banks - Regional
CAPTRUST.NS,Capital Trust Limited,NSE,Financial Services,Credit Services
